cImplementation2,cImplementation3,ICER (Cost/QALY)-Categorical Risk Assessment,ICER (Cost/QALY)-NSC,ICER (Cost/QALY)-Enhanced Clinical Observation
320.0,980.0,NaN,NaN,1001596.4133251274
320.0,1000.0,NaN,NaN,1030958.2493331997
320.0,1020.0,NaN,NaN,1060320.085341272
320.0,1040.0,NaN,NaN,1089681.921349344
320.0,1060.0,NaN,NaN,1119043.7573574162
320.0,1080.0,NaN,NaN,1148405.5933654883
320.0,1100.0,NaN,NaN,1177767.4293735607
320.0,1120.0,NaN,NaN,1207129.2653816328
320.0,1140.0,NaN,NaN,1236491.101389705
320.0,1160.0,NaN,NaN,1265852.9373977773
320.0,1180.0,NaN,NaN,1295214.7734058495
320.0,1200.0,NaN,NaN,1324576.6094139216
320.0,1220.0,NaN,NaN,1353938.445421994
320.0,1240.0,NaN,NaN,1383300.281430066
320.0,1260.0,NaN,NaN,1412662.1174381382
320.0,1280.0,NaN,NaN,1442023.9534462106
320.0,1300.0,NaN,NaN,1471385.7894542827
320.0,1320.0,NaN,NaN,1500747.6254623549
320.0,1340.0,NaN,NaN,1530109.461470427
320.0,1360.0,NaN,NaN,1559471.2974784994
320.0,1380.0,NaN,NaN,1588833.1334865715
320.0,1400.0,NaN,NaN,1618194.9694946436
320.0,1420.0,NaN,NaN,1647556.805502716
320.0,1440.0,NaN,NaN,1676918.6415107881
320.0,1460.0,NaN,NaN,1706280.4775188603
320.0,1480.0,NaN,NaN,1735642.3135269326
320.0,1500.0,NaN,NaN,1765004.1495350047
320.0,1520.0,NaN,NaN,1794365.9855430769
320.0,1540.0,NaN,NaN,1823727.8215511492
320.0,1560.0,NaN,NaN,1853089.6575592214
320.0,1580.0,NaN,NaN,1882451.4935672935
320.0,1600.0,NaN,NaN,1911813.3295753656
320.0,1620.0,NaN,NaN,1941175.165583438
320.0,1640.0,NaN,NaN,1970537.0015915101
320.0,1660.0,NaN,NaN,1999898.8375995823
320.0,1680.0,NaN,NaN,2029260.6736076546
320.0,1700.0,NaN,NaN,2058622.5096157268
320.0,1720.0,NaN,NaN,2087984.345623799
320.0,1740.0,NaN,NaN,2117346.181631871
320.0,1760.0,NaN,NaN,2146708.0176399434
320.0,1780.0,NaN,NaN,2176069.8536480158
320.0,1800.0,NaN,NaN,2205431.6896560877
320.0,1820.0,NaN,NaN,2234793.52566416
320.0,1840.0,NaN,NaN,2264155.3616722324
320.0,1860.0,NaN,NaN,2293517.1976803043
320.0,1880.0,NaN,NaN,2322879.0336883767
320.0,1900.0,NaN,NaN,2352240.869696449
320.0,1920.0,NaN,NaN,2381602.705704521
320.0,1940.0,NaN,NaN,2410964.5417125933
320.0,1960.0,NaN,NaN,2440326.3777206657
320.0,1980.0,NaN,NaN,2469688.2137287376
320.0,2000.0,NaN,NaN,2499050.04973681
340.0,0.0,NaN,NaN,NaN
340.0,20.0,NaN,NaN,NaN
340.0,40.0,NaN,NaN,NaN
340.0,60.0,NaN,NaN,NaN
340.0,80.0,NaN,NaN,NaN
340.0,100.0,NaN,NaN,NaN
340.0,120.0,NaN,NaN,NaN
340.0,140.0,NaN,NaN,NaN
340.0,160.0,NaN,NaN,NaN
340.0,180.0,NaN,NaN,NaN
340.0,200.0,NaN,NaN,NaN
340.0,220.0,NaN,NaN,NaN
340.0,240.0,NaN,NaN,NaN
340.0,260.0,NaN,NaN,NaN
340.0,280.0,NaN,NaN,NaN
340.0,300.0,NaN,NaN,NaN
340.0,320.0,NaN,NaN,10036.255320816375
340.0,340.0,NaN,15067.001356614306,32655.825058744707
340.0,360.0,NaN,15067.001356614306,62017.66106681691
340.0,380.0,NaN,15067.001356614306,91379.49707488912
340.0,400.0,NaN,15067.001356614306,120741.33308296133
340.0,420.0,NaN,15067.001356614306,150103.16909103352
340.0,440.0,NaN,15067.001356614306,179465.00509910574
340.0,460.0,NaN,15067.001356614306,208826.84110717793
340.0,480.0,NaN,15067.001356614306,238188.67711525015
340.0,500.0,NaN,15067.001356614306,267550.51312332234
340.0,520.0,NaN,15067.001356614306,296912.3491313945
340.0,540.0,NaN,15067.001356614306,326274.1851394668
340.0,560.0,NaN,15067.001356614306,355636.02114753897
340.0,580.0,NaN,15067.001356614306,384997.85715561116
340.0,600.0,NaN,15067.001356614306,414359.69316368335
340.0,620.0,NaN,15067.001356614306,443721.52917175554
340.0,640.0,NaN,15067.001356614306,473083.3651798278
340.0,660.0,NaN,15067.001356614306,502445.2011879
340.0,680.0,NaN,15067.001356614306,531807.0371959722
340.0,700.0,NaN,15067.001356614306,561168.8732040444
340.0,720.0,NaN,15067.001356614306,590530.7092121165
340.0,740.0,NaN,15067.001356614306,619892.5452201888
340.0,760.0,NaN,15067.001356614306,649254.381228261
340.0,780.0,NaN,15067.001356614306,678616.2172363332
340.0,800.0,NaN,15067.001356614306,707978.0532444054
340.0,820.0,NaN,15067.001356614306,737339.8892524776
340.0,840.0,NaN,15067.001356614306,766701.7252605498
340.0,860.0,NaN,15067.001356614306,796063.561268622
340.0,880.0,NaN,15067.001356614306,825425.3972766942
340.0,900.0,NaN,15067.001356614306,854787.2332847664
340.0,920.0,NaN,15067.001356614306,884149.0692928386
340.0,940.0,NaN,15067.001356614306,913510.9053009108
340.0,960.0,NaN,15067.001356614306,942872.7413089831
340.0,980.0,NaN,15067.001356614306,972234.5773170552
340.0,1000.0,NaN,15067.001356614306,1001596.4133251274
340.0,1020.0,NaN,15067.001356614306,1030958.2493331997
340.0,1040.0,NaN,15067.001356614306,1060320.085341272
340.0,1060.0,NaN,15067.001356614306,1089681.921349344
340.0,1080.0,NaN,15067.001356614306,1119043.7573574162
340.0,1100.0,NaN,15067.001356614306,1148405.5933654883
340.0,1120.0,NaN,15067.001356614306,1177767.4293735607
340.0,1140.0,NaN,15067.001356614306,1207129.2653816328
340.0,1160.0,NaN,15067.001356614306,1236491.101389705
340.0,1180.0,NaN,15067.001356614306,1265852.9373977773
340.0,1200.0,NaN,15067.001356614306,1295214.7734058495
340.0,1220.0,NaN,15067.001356614306,1324576.6094139216
340.0,1240.0,NaN,15067.001356614306,1353938.445421994
340.0,1260.0,NaN,15067.001356614306,1383300.281430066
340.0,1280.0,NaN,15067.001356614306,1412662.1174381382
340.0,1300.0,NaN,15067.001356614306,1442023.9534462106
340.0,1320.0,NaN,15067.001356614306,1471385.7894542827
340.0,1340.0,NaN,15067.001356614306,1500747.6254623549
340.0,1360.0,NaN,15067.001356614306,1530109.461470427
340.0,1380.0,NaN,15067.001356614306,1559471.2974784994
340.0,1400.0,NaN,15067.001356614306,1588833.1334865715
340.0,1420.0,NaN,15067.001356614306,1618194.9694946436
340.0,1440.0,NaN,15067.001356614306,1647556.805502716
340.0,1460.0,NaN,15067.001356614306,1676918.6415107881
340.0,1480.0,NaN,15067.001356614306,1706280.4775188603
340.0,1500.0,NaN,15067.001356614306,1735642.3135269326
340.0,1520.0,NaN,15067.001356614306,1765004.1495350047
340.0,1540.0,NaN,15067.001356614306,1794365.9855430769
340.0,1560.0,NaN,15067.001356614306,1823727.8215511492
340.0,1580.0,NaN,15067.001356614306,1853089.6575592214
340.0,1600.0,NaN,15067.001356614306,1882451.4935672935
340.0,1620.0,NaN,15067.001356614306,1911813.3295753656
340.0,1640.0,NaN,15067.001356614306,1941175.165583438
340.0,1660.0,NaN,15067.001356614306,1970537.0015915101
340.0,1680.0,NaN,15067.001356614306,1999898.8375995823
340.0,1700.0,NaN,15067.001356614306,2029260.6736076546
340.0,1720.0,NaN,15067.001356614306,2058622.5096157268
340.0,1740.0,NaN,15067.001356614306,2087984.345623799
340.0,1760.0,NaN,15067.001356614306,2117346.181631871
340.0,1780.0,NaN,15067.001356614306,2146708.0176399434
340.0,1800.0,NaN,15067.001356614306,2176069.8536480158
340.0,1820.0,NaN,15067.001356614306,2205431.6896560877
340.0,1840.0,NaN,15067.001356614306,2234793.52566416
340.0,1860.0,NaN,15067.001356614306,2264155.3616722324
340.0,1880.0,NaN,15067.001356614306,2293517.1976803043
340.0,1900.0,NaN,15067.001356614306,2322879.0336883767
340.0,1920.0,NaN,15067.001356614306,2352240.869696449
340.0,1940.0,NaN,15067.001356614306,2381602.705704521
340.0,1960.0,NaN,15067.001356614306,2410964.5417125933
340.0,1980.0,NaN,15067.001356614306,2440326.3777206657
340.0,2000.0,NaN,15067.001356614306,2469688.2137287376
360.0,0.0,NaN,NaN,NaN
360.0,20.0,NaN,NaN,NaN
360.0,40.0,NaN,NaN,NaN
360.0,60.0,NaN,NaN,NaN
360.0,80.0,NaN,NaN,NaN
360.0,100.0,NaN,NaN,NaN
360.0,120.0,NaN,NaN,NaN
360.0,140.0,NaN,NaN,NaN
360.0,160.0,NaN,NaN,NaN
360.0,180.0,NaN,NaN,NaN
360.0,200.0,NaN,NaN,NaN
360.0,220.0,NaN,NaN,NaN
360.0,240.0,NaN,NaN,NaN
360.0,260.0,NaN,NaN,NaN
360.0,280.0,NaN,NaN,NaN
360.0,300.0,NaN,NaN,NaN
360.0,320.0,NaN,NaN,10036.255320816375
360.0,340.0,NaN,NaN,22582.91171280948
360.0,360.0,NaN,NaN,35129.56810480258
360.0,380.0,NaN,36975.352967623316,62017.66106681691
360.0,400.0,NaN,36975.352967623316,91379.49707488912
360.0,420.0,NaN,36975.352967623316,120741.33308296133
360.0,440.0,NaN,36975.352967623316,150103.16909103352
360.0,460.0,NaN,36975.352967623316,179465.00509910574
360.0,480.0,NaN,36975.352967623316,208826.84110717793
360.0,500.0,NaN,36975.352967623316,238188.67711525015
360.0,520.0,NaN,36975.352967623316,267550.51312332234
360.0,540.0,NaN,36975.352967623316,296912.3491313945
360.0,560.0,NaN,36975.352967623316,326274.1851394668
360.0,580.0,NaN,36975.352967623316,355636.02114753897
360.0,600.0,NaN,36975.352967623316,384997.85715561116
360.0,620.0,NaN,36975.352967623316,414359.69316368335
360.0,640.0,NaN,36975.352967623316,443721.52917175554
360.0,660.0,NaN,36975.352967623316,473083.3651798278
360.0,680.0,NaN,36975.352967623316,502445.2011879
360.0,700.0,NaN,36975.352967623316,531807.0371959722
360.0,720.0,NaN,36975.352967623316,561168.8732040444
360.0,740.0,NaN,36975.352967623316,590530.7092121165
360.0,760.0,NaN,36975.352967623316,619892.5452201888
360.0,780.0,NaN,36975.352967623316,649254.381228261
360.0,800.0,NaN,36975.352967623316,678616.2172363332
360.0,820.0,NaN,36975.352967623316,707978.0532444054
360.0,840.0,NaN,36975.352967623316,737339.8892524776
360.0,860.0,NaN,36975.352967623316,766701.7252605498
360.0,880.0,NaN,36975.352967623316,796063.561268622
360.0,900.0,NaN,36975.352967623316,825425.3972766942
360.0,920.0,NaN,36975.352967623316,854787.2332847664
360.0,940.0,NaN,36975.352967623316,884149.0692928386
360.0,960.0,NaN,36975.352967623316,913510.9053009108
360.0,980.0,NaN,36975.352967623316,942872.7413089831
360.0,1000.0,NaN,36975.352967623316,972234.5773170552
360.0,1020.0,NaN,36975.352967623316,1001596.4133251274
360.0,1040.0,NaN,36975.352967623316,1030958.2493331997
360.0,1060.0,NaN,36975.352967623316,1060320.085341272
360.0,1080.0,NaN,36975.352967623316,1089681.921349344
360.0,1100.0,NaN,36975.352967623316,1119043.7573574162
360.0,1120.0,NaN,36975.352967623316,1148405.5933654883
360.0,1140.0,NaN,36975.352967623316,1177767.4293735607
360.0,1160.0,NaN,36975.352967623316,1207129.2653816328
360.0,1180.0,NaN,36975.352967623316,1236491.101389705
360.0,1200.0,NaN,36975.352967623316,1265852.9373977773
360.0,1220.0,NaN,36975.352967623316,1295214.7734058495
360.0,1240.0,NaN,36975.352967623316,1324576.6094139216
360.0,1260.0,NaN,36975.352967623316,1353938.445421994
360.0,1280.0,NaN,36975.352967623316,1383300.281430066
360.0,1300.0,NaN,36975.352967623316,1412662.1174381382
360.0,1320.0,NaN,36975.352967623316,1442023.9534462106
360.0,1340.0,NaN,36975.352967623316,1471385.7894542827
360.0,1360.0,NaN,36975.352967623316,1500747.6254623549
360.0,1380.0,NaN,36975.352967623316,1530109.461470427
360.0,1400.0,NaN,36975.352967623316,1559471.2974784994
360.0,1420.0,NaN,36975.352967623316,1588833.1334865715
360.0,1440.0,NaN,36975.352967623316,1618194.9694946436
360.0,1460.0,NaN,36975.352967623316,1647556.805502716
360.0,1480.0,NaN,36975.352967623316,1676918.6415107881
360.0,1500.0,NaN,36975.352967623316,1706280.4775188603
360.0,1520.0,NaN,36975.352967623316,1735642.3135269326
360.0,1540.0,NaN,36975.352967623316,1765004.1495350047
360.0,1560.0,NaN,36975.352967623316,1794365.9855430769
360.0,1580.0,NaN,36975.352967623316,1823727.8215511492
360.0,1600.0,NaN,36975.352967623316,1853089.6575592214
360.0,1620.0,NaN,36975.352967623316,1882451.4935672935
360.0,1640.0,NaN,36975.352967623316,1911813.3295753656
360.0,1660.0,NaN,36975.352967623316,1941175.165583438
360.0,1680.0,NaN,36975.352967623316,1970537.0015915101
360.0,1700.0,NaN,36975.352967623316,1999898.8375995823
360.0,1720.0,NaN,36975.352967623316,2029260.6736076546
360.0,1740.0,NaN,36975.352967623316,2058622.5096157268
360.0,1760.0,NaN,36975.352967623316,2087984.345623799
360.0,1780.0,NaN,36975.352967623316,2117346.181631871
360.0,1800.0,NaN,36975.352967623316,2146708.0176399434
360.0,1820.0,NaN,36975.352967623316,2176069.8536480158
360.0,1840.0,NaN,36975.352967623316,2205431.6896560877
360.0,1860.0,NaN,36975.352967623316,2234793.52566416
360.0,1880.0,NaN,36975.352967623316,2264155.3616722324
360.0,1900.0,NaN,36975.352967623316,2293517.1976803043
360.0,1920.0,NaN,36975.352967623316,2322879.0336883767
360.0,1940.0,NaN,36975.352967623316,2352240.869696449
360.0,1960.0,NaN,36975.352967623316,2381602.705704521
360.0,1980.0,NaN,36975.352967623316,2410964.5417125933
360.0,2000.0,NaN,36975.352967623316,2440326.3777206657
380.0,0.0,NaN,NaN,NaN
380.0,20.0,NaN,NaN,NaN
380.0,40.0,NaN,NaN,NaN
380.0,60.0,NaN,NaN,NaN
380.0,80.0,NaN,NaN,NaN
380.0,100.0,NaN,NaN,NaN
380.0,120.0,NaN,NaN,NaN
380.0,140.0,NaN,NaN,NaN
380.0,160.0,NaN,NaN,NaN
380.0,180.0,NaN,NaN,NaN
380.0,200.0,NaN,NaN,NaN
380.0,220.0,NaN,NaN,NaN
380.0,240.0,NaN,NaN,NaN
380.0,260.0,NaN,NaN,NaN
380.0,280.0,NaN,NaN,NaN
380.0,300.0,NaN,NaN,NaN
380.0,320.0,NaN,NaN,10036.255320816375
380.0,340.0,NaN,NaN,22582.91171280948
380.0,360.0,NaN,NaN,35129.56810480258
380.0,380.0,NaN,NaN,47676.22449679569
380.0,400.0,NaN,58883.70457863232,62017.66106681691
380.0,420.0,NaN,58883.70457863232,91379.49707488912
380.0,440.0,NaN,58883.70457863232,120741.33308296133
380.0,460.0,NaN,58883.70457863232,150103.16909103352
380.0,480.0,NaN,58883.70457863232,179465.00509910574
380.0,500.0,NaN,58883.70457863232,208826.84110717793
380.0,520.0,NaN,58883.70457863232,238188.67711525015
380.0,540.0,NaN,58883.70457863232,267550.51312332234
380.0,560.0,NaN,58883.70457863232,296912.3491313945
380.0,580.0,NaN,58883.70457863232,326274.1851394668
380.0,600.0,NaN,58883.70457863232,355636.02114753897
380.0,620.0,NaN,58883.70457863232,384997.85715561116
380.0,640.0,NaN,58883.70457863232,414359.69316368335
380.0,660.0,NaN,58883.70457863232,443721.52917175554
380.0,680.0,NaN,58883.70457863232,473083.3651798278
380.0,700.0,NaN,58883.70457863232,502445.2011879
380.0,720.0,NaN,58883.70457863232,531807.0371959722
380.0,740.0,NaN,58883.70457863232,561168.8732040444
380.0,760.0,NaN,58883.70457863232,590530.7092121165
380.0,780.0,NaN,58883.70457863232,619892.5452201888
380.0,800.0,NaN,58883.70457863232,649254.381228261
380.0,820.0,NaN,58883.70457863232,678616.2172363332
380.0,840.0,NaN,58883.70457863232,707978.0532444054
380.0,860.0,NaN,58883.70457863232,737339.8892524776
380.0,880.0,NaN,58883.70457863232,766701.7252605498
380.0,900.0,NaN,58883.70457863232,796063.561268622
380.0,920.0,NaN,58883.70457863232,825425.3972766942
380.0,940.0,NaN,58883.70457863232,854787.2332847664
380.0,960.0,NaN,58883.70457863232,884149.0692928386
380.0,980.0,NaN,58883.70457863232,913510.9053009108
380.0,1000.0,NaN,58883.70457863232,942872.7413089831
380.0,1020.0,NaN,58883.70457863232,972234.5773170552
380.0,1040.0,NaN,58883.70457863232,1001596.4133251274
380.0,1060.0,NaN,58883.70457863232,1030958.2493331997
380.0,1080.0,NaN,58883.70457863232,1060320.085341272
380.0,1100.0,NaN,58883.70457863232,1089681.921349344
380.0,1120.0,NaN,58883.70457863232,1119043.7573574162
380.0,1140.0,NaN,58883.70457863232,1148405.5933654883
380.0,1160.0,NaN,58883.70457863232,1177767.4293735607
380.0,1180.0,NaN,58883.70457863232,1207129.2653816328
380.0,1200.0,NaN,58883.70457863232,1236491.101389705
380.0,1220.0,NaN,58883.70457863232,1265852.9373977773
380.0,1240.0,NaN,58883.70457863232,1295214.7734058495
380.0,1260.0,NaN,58883.70457863232,1324576.6094139216
380.0,1280.0,NaN,58883.70457863232,1353938.445421994
380.0,1300.0,NaN,58883.70457863232,1383300.281430066
380.0,1320.0,NaN,58883.70457863232,1412662.1174381382
380.0,1340.0,NaN,58883.70457863232,1442023.9534462106
380.0,1360.0,NaN,58883.70457863232,1471385.7894542827
380.0,1380.0,NaN,58883.70457863232,1500747.6254623549
380.0,1400.0,NaN,58883.70457863232,1530109.461470427
380.0,1420.0,NaN,58883.70457863232,1559471.2974784994
380.0,1440.0,NaN,58883.70457863232,1588833.1334865715
380.0,1460.0,NaN,58883.70457863232,1618194.9694946436
380.0,1480.0,NaN,58883.70457863232,1647556.805502716
380.0,1500.0,NaN,58883.70457863232,1676918.6415107881
380.0,1520.0,NaN,58883.70457863232,1706280.4775188603
380.0,1540.0,NaN,58883.70457863232,1735642.3135269326
380.0,1560.0,NaN,58883.70457863232,1765004.1495350047
380.0,1580.0,NaN,58883.70457863232,1794365.9855430769
380.0,1600.0,NaN,58883.70457863232,1823727.8215511492
380.0,1620.0,NaN,58883.70457863232,1853089.6575592214
380.0,1640.0,NaN,58883.70457863232,1882451.4935672935
380.0,1660.0,NaN,58883.70457863232,1911813.3295753656
380.0,1680.0,NaN,58883.70457863232,1941175.165583438
380.0,1700.0,NaN,58883.70457863232,1970537.0015915101
380.0,1720.0,NaN,58883.70457863232,1999898.8375995823
380.0,1740.0,NaN,58883.70457863232,2029260.6736076546
380.0,1760.0,NaN,58883.70457863232,2058622.5096157268
380.0,1780.0,NaN,58883.70457863232,2087984.345623799
380.0,1800.0,NaN,58883.70457863232,2117346.181631871
380.0,1820.0,NaN,58883.70457863232,2146708.0176399434
380.0,1840.0,NaN,58883.70457863232,2176069.8536480158
380.0,1860.0,NaN,58883.70457863232,2205431.6896560877
380.0,1880.0,NaN,58883.70457863232,2234793.52566416
380.0,1900.0,NaN,58883.70457863232,2264155.3616722324
380.0,1920.0,NaN,58883.70457863232,2293517.1976803043
380.0,1940.0,NaN,58883.70457863232,2322879.0336883767
380.0,1960.0,NaN,58883.70457863232,2352240.869696449
380.0,1980.0,NaN,58883.70457863232,2381602.705704521
380.0,2000.0,NaN,58883.70457863232,2410964.5417125933
400.0,0.0,NaN,NaN,NaN
400.0,20.0,NaN,NaN,NaN
400.0,40.0,NaN,NaN,NaN
400.0,60.0,NaN,NaN,NaN
400.0,80.0,NaN,NaN,NaN
400.0,100.0,NaN,NaN,NaN
400.0,120.0,NaN,NaN,NaN
400.0,140.0,NaN,NaN,NaN
400.0,160.0,NaN,NaN,NaN
400.0,180.0,NaN,NaN,NaN
400.0,200.0,NaN,NaN,NaN
400.0,220.0,NaN,NaN,NaN
400.0,240.0,NaN,NaN,NaN
400.0,260.0,NaN,NaN,NaN
400.0,280.0,NaN,NaN,NaN
400.0,300.0,NaN,NaN,NaN
400.0,320.0,NaN,NaN,10036.255320816375
400.0,340.0,NaN,NaN,22582.91171280948
400.0,360.0,NaN,NaN,35129.56810480258
400.0,380.0,NaN,NaN,47676.22449679569
400.0,400.0,NaN,NaN,60222.88088878879
400.0,420.0,NaN,NaN,72769.5372807819
400.0,440.0,NaN,80792.05618964133,91379.49707488912
400.0,460.0,NaN,80792.05618964133,120741.33308296133
400.0,480.0,NaN,80792.05618964133,150103.16909103352
400.0,500.0,NaN,80792.05618964133,179465.00509910574
400.0,520.0,NaN,80792.05618964133,208826.84110717793
400.0,540.0,NaN,80792.05618964133,238188.67711525015
400.0,560.0,NaN,80792.05618964133,267550.51312332234
400.0,580.0,NaN,80792.05618964133,296912.3491313945
400.0,600.0,NaN,80792.05618964133,326274.1851394668
400.0,620.0,NaN,80792.05618964133,355636.02114753897
400.0,640.0,NaN,80792.05618964133,384997.85715561116
400.0,660.0,NaN,80792.05618964133,414359.69316368335
400.0,680.0,NaN,80792.05618964133,443721.52917175554
400.0,700.0,NaN,80792.05618964133,473083.3651798278
400.0,720.0,NaN,80792.05618964133,502445.2011879
400.0,740.0,NaN,80792.05618964133,531807.0371959722
400.0,760.0,NaN,80792.05618964133,561168.8732040444
400.0,780.0,NaN,80792.05618964133,590530.7092121165
400.0,800.0,NaN,80792.05618964133,619892.5452201888
400.0,820.0,NaN,80792.05618964133,649254.381228261
400.0,840.0,NaN,80792.05618964133,678616.2172363332
400.0,860.0,NaN,80792.05618964133,707978.0532444054
400.0,880.0,NaN,80792.05618964133,737339.8892524776
400.0,900.0,NaN,80792.05618964133,766701.7252605498
400.0,920.0,NaN,80792.05618964133,796063.561268622
400.0,940.0,NaN,80792.05618964133,825425.3972766942
400.0,960.0,NaN,80792.05618964133,854787.2332847664
400.0,980.0,NaN,80792.05618964133,884149.0692928386
400.0,1000.0,NaN,80792.05618964133,913510.9053009108
400.0,1020.0,NaN,80792.05618964133,942872.7413089831
400.0,1040.0,NaN,80792.05618964133,972234.5773170552
400.0,1060.0,NaN,80792.05618964133,1001596.4133251274
400.0,1080.0,NaN,80792.05618964133,1030958.2493331997
400.0,1100.0,NaN,80792.05618964133,1060320.085341272
400.0,1120.0,NaN,80792.05618964133,1089681.921349344
400.0,1140.0,NaN,80792.05618964133,1119043.7573574162
400.0,1160.0,NaN,80792.05618964133,1148405.5933654883
400.0,1180.0,NaN,80792.05618964133,1177767.4293735607
400.0,1200.0,NaN,80792.05618964133,1207129.2653816328
400.0,1220.0,NaN,80792.05618964133,1236491.101389705
400.0,1240.0,NaN,80792.05618964133,1265852.9373977773
400.0,1260.0,NaN,80792.05618964133,1295214.7734058495
400.0,1280.0,NaN,80792.05618964133,1324576.6094139216
400.0,1300.0,NaN,80792.05618964133,1353938.445421994
400.0,1320.0,NaN,80792.05618964133,1383300.281430066
400.0,1340.0,NaN,80792.05618964133,1412662.1174381382
400.0,1360.0,NaN,80792.05618964133,1442023.9534462106
400.0,1380.0,NaN,80792.05618964133,1471385.7894542827
400.0,1400.0,NaN,80792.05618964133,1500747.6254623549
400.0,1420.0,NaN,80792.05618964133,1530109.461470427
400.0,1440.0,NaN,80792.05618964133,1559471.2974784994
400.0,1460.0,NaN,80792.05618964133,1588833.1334865715
400.0,1480.0,NaN,80792.05618964133,1618194.9694946436
400.0,1500.0,NaN,80792.05618964133,1647556.805502716
400.0,1520.0,NaN,80792.05618964133,1676918.6415107881
400.0,1540.0,NaN,80792.05618964133,1706280.4775188603
400.0,1560.0,NaN,80792.05618964133,1735642.3135269326
400.0,1580.0,NaN,80792.05618964133,1765004.1495350047
400.0,1600.0,NaN,80792.05618964133,1794365.9855430769
400.0,1620.0,NaN,80792.05618964133,1823727.8215511492
400.0,1640.0,NaN,80792.05618964133,1853089.6575592214
400.0,1660.0,NaN,80792.05618964133,1882451.4935672935
400.0,1680.0,NaN,80792.05618964133,1911813.3295753656
400.0,1700.0,NaN,80792.05618964133,1941175.165583438
400.0,1720.0,NaN,80792.05618964133,1970537.0015915101
400.0,1740.0,NaN,80792.05618964133,1999898.8375995823
400.0,1760.0,NaN,80792.05618964133,2029260.6736076546
400.0,1780.0,NaN,80792.05618964133,2058622.5096157268
400.0,1800.0,NaN,80792.05618964133,2087984.345623799
400.0,1820.0,NaN,80792.05618964133,2117346.181631871
400.0,1840.0,NaN,80792.05618964133,2146708.0176399434
400.0,1860.0,NaN,80792.05618964133,2176069.8536480158
400.0,1880.0,NaN,80792.05618964133,2205431.6896560877
400.0,1900.0,NaN,80792.05618964133,2234793.52566416
400.0,1920.0,NaN,80792.05618964133,2264155.3616722324
400.0,1940.0,NaN,80792.05618964133,2293517.1976803043
400.0,1960.0,NaN,80792.05618964133,2322879.0336883767
400.0,1980.0,NaN,80792.05618964133,2352240.869696449
400.0,2000.0,NaN,80792.05618964133,2381602.705704521
420.0,0.0,NaN,NaN,NaN
420.0,20.0,NaN,NaN,NaN
420.0,40.0,NaN,NaN,NaN
420.0,60.0,NaN,NaN,NaN
420.0,80.0,NaN,NaN,NaN
420.0,100.0,NaN,NaN,NaN
420.0,120.0,NaN,NaN,NaN
420.0,140.0,NaN,NaN,NaN
420.0,160.0,NaN,NaN,NaN
420.0,180.0,NaN,NaN,NaN
420.0,200.0,NaN,NaN,NaN
420.0,220.0,NaN,NaN,NaN
420.0,240.0,NaN,NaN,NaN
420.0,260.0,NaN,NaN,NaN
420.0,280.0,NaN,NaN,NaN
420.0,300.0,NaN,NaN,NaN
420.0,320.0,NaN,NaN,10036.255320816375
420.0,340.0,NaN,NaN,22582.91171280948
420.0,360.0,NaN,NaN,35129.56810480258
420.0,380.0,NaN,NaN,47676.22449679569
420.0,400.0,NaN,NaN,60222.88088878879
420.0,420.0,NaN,NaN,72769.5372807819
420.0,440.0,NaN,NaN,85316.193672775
420.0,460.0,NaN,NaN,97862.8500647681
420.0,480.0,NaN,102700.40780065034,120741.33308296133
420.0,500.0,NaN,102700.40780065034,150103.16909103352
420.0,520.0,NaN,102700.40780065034,179465.00509910574
420.0,540.0,NaN,102700.40780065034,208826.84110717793
420.0,560.0,NaN,102700.40780065034,238188.67711525015
420.0,580.0,NaN,102700.40780065034,267550.51312332234
420.0,600.0,NaN,102700.40780065034,296912.3491313945
420.0,620.0,NaN,102700.40780065034,326274.1851394668
420.0,640.0,NaN,102700.40780065034,355636.02114753897
420.0,660.0,NaN,102700.40780065034,384997.85715561116
420.0,680.0,NaN,102700.40780065034,414359.69316368335
420.0,700.0,NaN,102700.40780065034,443721.52917175554
420.0,720.0,NaN,102700.40780065034,473083.3651798278
420.0,740.0,NaN,102700.40780065034,502445.2011879
420.0,760.0,NaN,102700.40780065034,531807.0371959722
420.0,780.0,NaN,102700.40780065034,561168.8732040444
420.0,800.0,NaN,102700.40780065034,590530.7092121165
420.0,820.0,NaN,102700.40780065034,619892.5452201888
420.0,840.0,NaN,102700.40780065034,649254.381228261
420.0,860.0,NaN,102700.40780065034,678616.2172363332
420.0,880.0,NaN,102700.40780065034,707978.0532444054
420.0,900.0,NaN,102700.40780065034,737339.8892524776
420.0,920.0,NaN,102700.40780065034,766701.7252605498
420.0,940.0,NaN,102700.40780065034,796063.561268622
420.0,960.0,NaN,102700.40780065034,825425.3972766942
420.0,980.0,NaN,102700.40780065034,854787.2332847664
420.0,1000.0,NaN,102700.40780065034,884149.0692928386
420.0,1020.0,NaN,102700.40780065034,913510.9053009108
420.0,1040.0,NaN,102700.40780065034,942872.7413089831
420.0,1060.0,NaN,102700.40780065034,972234.5773170552
420.0,1080.0,NaN,102700.40780065034,1001596.4133251274
420.0,1100.0,NaN,102700.40780065034,1030958.2493331997
420.0,1120.0,NaN,102700.40780065034,1060320.085341272
420.0,1140.0,NaN,102700.40780065034,1089681.921349344
